"32876","# doc = Skazka.2.txt","","","","","","","","","","","","","","","",""
"32877","# speaker = R","","","","","","","","","","","","","","","",""
"32878","# sent = 2526","","","","","","","","","","","","","","","",""
"32949","","педагогом","ПЕДАГОГ","S m anim ins sg","","","ээ иногда подрабатывала _педагогом_ , ну ,","м","о","г","о","г","а","S","ПЕДАГОГ","S m anim ins sg","�"
"32950","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32951","","ну","НУ","PART","","","подрабатывала педагогом , _ну_ , в тех","у","н","","","","","PART","НУ","PART","�"
"32952","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32953","","в","В","PR","","",", ну , _в_ тех случаях ,","в","","","","","","PR","В","PR","�"
"32954","","тех","ТОТ","APRO - loc pl plen - -","","","ну , в _тех_ случаях , там","х","е","т","","","","APRO","ТОТ","A - loc pl plen - -","�"
"32955","","случаях","СЛУЧАЙ","S m inan loc pl","","",", в тех _случаях_ , там ,","х","я","а","ч","у","л","S","СЛУЧАЙ","S m inan loc pl","�"
"32956","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32957","","там","ТАМ","ADV -","","","тех случаях , _там_ , когда ,","м","а","т","","","","ADV","ТАМ","ADV -","�"
"32958","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32959","","когда","КОГДА","ADV -","","",", там , _когда_ , эмм учительница","а","д","г","о","к","","ADV","КОГДА","ADV -","�"
"32960","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32961","","эмм","ЭМ","INTJ","","",", когда , _эмм_ учительница то заболеет","м","м","э","","","","S","ЭММА","S f anim acc pl","�"
"32962","","учительница","УЧИТЕЛЬНИЦА","S f anim nom sg","","","когда , эмм _учительница_ то заболеет ,","а","ц","и","н","ь","л","S","УЧИТЕЛЬНИЦА","S f anim nom sg","�"
"32963","","то","ТО","CONJ","","",", эмм учительница _то_ заболеет , то","о","т","","","","","SPRO","ТО","S n - nom sg","�"
"32964","","заболеет","ЗАБОЛЕТЬ","V pf fut sg indic - 3p","","","эмм учительница то _заболеет_ , то ,","т","е","е","л","о","б","V","ЗАБОЛЕТЬ","V pf fut sg indic - 3p","�"
"32965","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32966","","то","ТО","CONJ","","","то заболеет , _то_ , значит ,","о","т","","","","","CONJ","ТО","CONJ","�"
"32967","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32968","","значит","ЗНАЧИТ","PARENTH ","","",", то , _значит_ , картошку копать","т","и","ч","а","н","з","ADV","ЗНАЧИТ","ADV -","�"
"32969","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32970","","картошку","КАРТОШКА","S f inan acc sg","","",", значит , _картошку_ копать . ","у","к","ш","о","т","р","S","КАРТОШКА","S f inan acc sg","�"
"32971","","копать","КОПАТЬ","V ipf - - inf - -","","","значит , картошку _копать_ .  ","ь","т","а","п","о","к","V","КОПАТЬ","V ipf - - inf - -","�"
"32972","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"32973","","","","","","","","","","","","","","","","",""
"32974","# sent = 2530","","","","","","","","","","","","","","","",""
"32975","","И","И","CONJ","","",".   _И_ вот мне вспоминается","и","","","","","","CONJ","И","CONJ","�"
"32976","","вот","ВОТ","PART","","","  И _вот_ мне вспоминается ,","т","о","в","","","","PART","ВОТ","PART","�"
"32977","","мне","Я","SPRO sg 1p - dat","",""," И вот _мне_ вспоминается , я","е","н","м","","","","SPRO","Я","SPRO sg 1p - dat","�"
"32978","","вспоминается","ВСПОМИНАТЬСЯ","V ipf praes sg indic - 3p","","","И вот мне _вспоминается_ , я с","я","с","т","е","а","н","V","ВСПОМИНАТЬСЯ","V ipf praes sg indic - 3p","�"
"32979","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32980","","я","Я","SPRO sg 1p - nom","","","мне вспоминается , _я_ с удовольствием вспоминаю","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"32981","","с","С","PR","","","вспоминается , я _с_ удовольствием вспоминаю один","с","","","","","","PR","С","PR","�"
"32982","","удовольствием","УДОВОЛЬСТВИЕ","S n inan ins sg","","",", я с _удовольствием_ вспоминаю один случай","м","е","и","в","т","с","S","УДОВОЛЬСТВИЕ","S n inan ins sg","�"
"32983","","вспоминаю","ВСПОМИНАТЬ","V ipf praes sg indic - 1p","","","я с удовольствием _вспоминаю_ один случай .","ю","а","н","и","м","о","V","ВСПОМИНАТЬ","V ipf praes sg indic - 1p","�"
"32984","","один","ОДИН","ANUM - nom sg plen m -","","","с удовольствием вспоминаю _один_ случай . ","н","и","д","о","","","ANUM","ОДИН","A - nom sg plen m -","�"
"32985","","случай","СЛУЧАЙ","S m inan nom sg","","","удовольствием вспоминаю один _случай_ .  ","й","а","ч","у","л","с","S","СЛУЧАЙ","S m inan nom sg","�"
"32986","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"32987","","","","","","","","","","","","","","","","",""
"32988","# sent = 2531","","","","","","","","","","","","","","","",""
"32989","","Вот","ВОТ","PART","","",".   _Вот_ я , меня","т","о","в","","","","PART","ВОТ","PART","�"
"32990","","я","Я","SPRO sg 1p - nom","","","  Вот _я_ , меня директор","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"32991","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32992","","меня","Я","SPRO sg 1p - acc","","","Вот я , _меня_ директор попросила ,","я","н","е","м","","","SPRO","Я","SPRO sg 1p - acc","�"
"32993","","директор","ДИРЕКТОР","S m anim nom sg","","","я , меня _директор_ попросила , сказала","р","о","т","к","е","р","S","ДИРЕКТОР","S m anim nom sg","�"
"32994","","попросила","ПОПРОСИТЬ","V pf praet sg indic f -","","",", меня директор _попросила_ , сказала :","а","л","и","с","о","р","V","ПОПРОСИТЬ","V pf praet sg indic f -","�"
"32995","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"32996","","сказала","СКАЗАТЬ","V pf praet sg indic f -","","","директор попросила , _сказала_ : « Римма","а","л","а","з","а","к","V","СКАЗАТЬ","V pf praet sg indic f -","�"
"32997","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"32998","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"32999","","Римма","РИММА","S persn f anim","","","сказала : « _Римма_  Николавна ","а","м","м","и","р","","S","РИММА","S f anim nom sg","�"
"33000","<distinct form=""","","","","","","","","","","","","","","","",""
"33001","<dist>","Николавна","","","","","","","","","","","","","","",""
"33002",""">","","","","","","","","","","","","","","","",""
"33003","","Николаевна","НИКОЛАЕВНА","S patrn f anim","",""," Николавна  _Николаевна_  , давайте","а","н","в","е","а","л","S","НИКОЛАЕВНА","S f anim nom sg","�"
"33004","</distinct>","","","","","","","","","","","","","","","",""
"33005","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33006","","давайте","ДАВАТЬ","V ipf - sg imper - 2p","","","Николаевна  , _давайте_ сегодня Вы проведёте","е","т","й","а","в","а","V","ДАВАТЬ","V ipf - pl imper - 2p","�"
"33007","","сегодня","СЕГОДНЯ","ADV -","",""," , давайте _сегодня_ Вы проведёте в","я","н","д","о","г","е","ADV","СЕГОДНЯ","ADV -","�"
"33008","","Вы","ВЫ","SPRO sg 2p - nom","","",", давайте сегодня _Вы_ проведёте в первом","ы","в","","","","","SPRO","ВЫ","SPRO pl 2p - nom","�"
"33009","","проведёте","ПРОВЕСТИ","V pf fut sg indic - 2p","","","давайте сегодня Вы _проведёте_ в первом классе","е","т","ё","д","е","в","V","ПРОВЕСТИ","V pf fut pl indic - 2p","�"
"33010","","в","В","PR","","","сегодня Вы проведёте _в_ первом классе урок","в","","","","","","PR","В","PR","�"
"33011","","первом","ПЕРВЫЙ","ANUM - loc sg plen m -","","","Вы проведёте в _первом_ классе урок »","м","о","в","р","е","п","A","ПЕРВЫЙ","A - loc sg plen m -","�"
"33012","","классе","КЛАСС","S m inan loc sg","","","проведёте в первом _классе_ урок » ,","е","с","с","а","л","к","S","КЛАСС","S m inan loc sg","�"
"33013","","урок","УРОК","S m inan acc sg","","","в первом классе _урок_ » , потому что","к","о","р","у","","","S","УРОК","S m inan acc sg","�"
"33014","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33015","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33016","","потому что","потому что","CONJ","","","урок » , _потому что_ , ээ не","о","т","ч"," ","у","м","CONJ","потому что","CONJ","�"
"33017","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33018","","ээ","ЭЭ","NONLEX","","",", потому что , _ээ_ не помню ,","э","э","","","","","NONLEX","ЭЭ","NONLEX","�"
"33019","","не","НЕ","PART","","","потому что , ээ _не_ помню , или","е","н","","","","","PART","НЕ","PART","�"
"33020","","помню","ПОМНИТЬ","V ipf praes sg indic - 1p","","",", ээ не _помню_ , или заболела","ю","н","м","о","п","","V","ПОМНИТЬ","V ipf praes sg indic - 1p","�"
"33021","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33022","","или","ИЛИ","CONJ","","","не помню , _или_ заболела учительница ,","и","л","и","","","","CONJ","ИЛИ","CONJ","�"
"33023","","заболела","ЗАБОЛЕТЬ","V pf praet sg indic f -","","","помню , или _заболела_ учительница , или","а","л","е","л","о","б","V","ЗАБОЛЕТЬ","V pf praet sg indic f -","�"
"33024","","учительница","УЧИТЕЛЬНИЦА","S f anim nom sg","","",", или заболела _учительница_ , или же","а","ц","и","н","ь","л","S","УЧИТЕЛЬНИЦА","S f anim nom sg","�"
"33025","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33026","","или","ИЛИ","CONJ","","","заболела учительница , _или_ же на картошку","и","л","и","","","","CONJ","ИЛИ","CONJ","�"
"33027","","же","ЖЕ","PART","","","учительница , или _же_ на картошку отправили","е","ж","","","","","PART","ЖЕ","PART","�"
"33028","","на","НА","PR","","",", или же _на_ картошку отправили в","а","н","","","","","PR","НА","PR","�"
"33029","","картошку","КАРТОШКА","S f inan acc sg","","","или же на _картошку_ отправили в колхоз","у","к","ш","о","т","р","S","КАРТОШКА","S f inan acc sg","�"
"33030","","отправили","ОТПРАВИТЬ","V pf praet pl indic - -","","","же на картошку _отправили_ в колхоз ,","и","л","и","в","а","р","V","ОТПРАВИТЬ","V pf praet pl indic - -","�"
"33031","","в","В","PR","","","на картошку отправили _в_ колхоз , раньше","в","","","","","","PR","В","PR","�"
"33032","","колхоз","КОЛХОЗ","S m inan acc sg","","","картошку отправили в _колхоз_ , раньше ж","з","о","х","л","о","к","S","КОЛХОЗ","S m inan acc sg","�"
"33033","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33034","","раньше","РАНЬШЕ","ADV","","","в колхоз , _раньше_ ж всегда отправляли","е","ш","ь","н","а","р","ADV","РАНО","ADV comp","�"
"33035","","ж","Ж","CONJ","","","колхоз , раньше _ж_ всегда отправляли .","ж","","","","","","CONJ","Ж","CONJ","�"
"33036","","всегда","ВСЕГДА","ADV -","","",", раньше ж _всегда_ отправляли . ","а","д","г","е","с","в","ADV","ВСЕГДА","ADV -","�"
"33037","","отправляли","ОТПРАВЛЯТЬ","V ipf praet pl indic - -","","","раньше ж всегда _отправляли_ .  ","и","л","я","л","в","а","V","ОТПРАВЛЯТЬ","V ipf praet pl indic - -","�"
"33038","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33039","","","","","","","","","","","","","","","","",""
"33040","# sent = 2532","","","","","","","","","","","","","","","",""
"33041","","И","И","CONJ","","",".   _И_ вот я зашла","и","","","","","","CONJ","И","CONJ","�"
"33042","","вот","ВОТ","PART","","","  И _вот_ я зашла в","т","о","в","","","","PART","ВОТ","PART","�"
"33043","","я","Я","SPRO sg 1p - nom","",""," И вот _я_ зашла в класс","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33044","","зашла","ЗАЙТИ","V pf praet sg indic f -","","","И вот я _зашла_ в класс ,","а","л","ш","а","з","","V","ЗАЙТИ","V pf praet sg indic f -","�"
"33045","","в","В","PR","","","вот я зашла _в_ класс , значит","в","","","","","","PR","В","PR","�"
"33046","","класс","КЛАСС","S m inan acc sg","","","я зашла в _класс_ , значит ,","с","с","а","л","к","","S","КЛАСС","S m inan acc sg","�"
"33047","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33048","","значит","ЗНАЧИТ","PARENTH ","","","в класс , _значит_ , там были","т","и","ч","а","н","з","ADV","ЗНАЧИТ","ADV -","�"
"33049","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33050","","там","ТАМ","ADV -","","",", значит , _там_ были в основном","м","а","т","","","","ADV","ТАМ","ADV -","�"
"33051","","были","БЫТЬ","V ipf praet pl indic - -","","","значит , там _были_ в основном олигофрены","и","л","ы","б","","","V","БЫТЬ","V ipf praet pl indic - -","�"
"33052","","в","В","PR","слитно","",", там были _в_ основном олигофрены ,","в","","","","","","PR","В","PR","�"
"33053","","основном","ОСНОВНОЙ","PARENTH ","","","там были в _основном_ олигофрены , дети","м","о","н","в","о","н","A","ОСНОВНОЙ","A - loc sg plen m -","�"
"33054","","олигофрены","ОЛИГОФРЕН","S m anim nom pl","","","были в основном _олигофрены_ , дети ээ","ы","н","е","р","ф","о","S","ОЛИГОФРЕН","S m anim nom pl","�"
"33055","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33056","","дети","РЕБЕНОК","S m anim nom pl","","","основном олигофрены , _дети_ ээ с задержкой","и","т","е","д","","","S","РЕБЕНОК","S m anim nom pl","�"
"33057","","ээ","ЭЭ","NONLEX","","","олигофрены , дети _ээ_ с задержкой психического","э","э","","","","","NONLEX","ЭЭ","NONLEX","�"
"33058","","с","С","PR","","",", дети ээ _с_ задержкой психического развития","с","","","","","","PR","С","PR","�"
"33059","","задержкой","ЗАДЕРЖКА","S f inan ins sg","","","дети ээ с _задержкой_ психического развития ,","й","о","к","ж","р","е","S","ЗАДЕРЖКА","S f inan ins sg","�"
"33060","","психического","ПСИХИЧЕСКИЙ","A - gen sg plen n -","","","ээ с задержкой _психического_ развития , и","о","г","о","к","с","е","A","ПСИХИЧЕСКИЙ","A - gen sg plen n -","�"
"33061","","развития","РАЗВИТИЕ","S n inan gen sg","","","с задержкой психического _развития_ , и двух","я","и","т","и","в","з","S","РАЗВИТИЕ","S n inan gen sg","�"
"33062","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33063","","и","И","CONJ","","","психического развития , _и_ двух детей цыганки","и","","","","","","CONJ","И","CONJ","�"
"33064","","двух","ДВА","NUM acc - -","","","развития , и _двух_ детей цыганки директор","х","у","в","д","","","NUM","ДВА","NUM loc - -","�"
"33065","","детей","РЕБЕНОК","S m anim gen pl","","",", и двух _детей_ цыганки директор взяла","й","е","т","е","д","","S","РЕБЕНОК","S m anim gen pl","�"
"33066","","цыганки","ЦЫГАНКА","S f anim gen sg","","","и двух детей _цыганки_ директор взяла ,","и","к","н","а","г","ы","S","ЦЫГАНКА","S f anim gen sg","�"
"33067","","директор","ДИРЕКТОР","S m anim nom sg","","","двух детей цыганки _директор_ взяла , там","р","о","т","к","е","р","S","ДИРЕКТОР","S m anim nom sg","�"
"33068","","взяла","ВЗЯТЬ","V pf praet sg indic f -","","","детей цыганки директор _взяла_ , там её","а","л","я","з","в","","V","ВЗЯТЬ","V pf praet sg indic f -","�"
"33069","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33070","","там","ТАМ","ADV -","","","директор взяла , _там_ её попросили ,","м","а","т","","","","ADV","ТАМ","ADV -","�"
"33071","","её","ОНА","SPRO sg 3p f acc","","","взяла , там _её_ попросили , потому что","ё","е","","","","","SPRO","ОНА","SPRO sg 3p f acc","�"
"33072","","попросили","ПОПРОСИТЬ","V pf praet pl indic - -","","",", там её _попросили_ , потому что цыганка","и","л","и","с","о","р","V","ПОПРОСИТЬ","V pf praet pl indic - -","�"
"33073","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33074","","потому что","потому что","CONJ","","","её попросили , _потому что_ цыганка ээ ,","о","т","ч"," ","у","м","CONJ","потому что","CONJ","�"
"33075","","цыганка","ЦЫГАНКА","S f anim nom sg","","","попросили , потому что _цыганка_ ээ , в","а","к","н","а","г","ы","S","ЦЫГАНКА","S f anim nom sg","�"
"33076","","ээ","ЭЭ","NONLEX","","",", потому что цыганка _ээ_ , в тюрьму","э","э","","","","","NONLEX","ЭЭ","NONLEX","�"
"33077","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33078","","в","В","PR","","","цыганка ээ , _в_ тюрьму её посадили","в","","","","","","PR","В","PR","�"
"33079","","тюрьму","ТЮРЬМА","S f inan acc sg","","","ээ , в _тюрьму_ её посадили за","у","м","ь","р","ю","т","S","ТЮРЬМА","S f inan acc sg","�"
"33080","","её","ОНА","SPRO sg 3p f acc","","",", в тюрьму _её_ посадили за воровство","ё","е","","","","","SPRO","ОНА","SPRO sg 3p f acc","�"
"33081","","посадили","ПОСАДИТЬ","V pf praet pl indic - -","","","в тюрьму её _посадили_ за воровство ,","и","л","и","д","а","с","V","ПОСАДИТЬ","V pf praet pl indic - -","�"
"33082","","за","ЗА","PR","","","тюрьму её посадили _за_ воровство , и","а","з","","","","","PR","ЗА","PR","�"
"33083","","воровство","ВОРОВСТВО","S n inan acc sg","","","её посадили за _воровство_ , и поэтому","о","в","т","с","в","о","S","ВОРОВСТВО","S n inan acc sg","�"
"33084","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33085","","и","И","CONJ","","","за воровство , _и_ поэтому в наш","и","","","","","","CONJ","И","CONJ","�"
"33086","","поэтому","ПОЭТОМУ","ADV -","","","воровство , и _поэтому_ в наш дом","у","м","о","т","э","о","ADV","ПОЭТОМУ","ADV -","�"
"33087","","в","В","PR","","",", и поэтому _в_ наш дом -","в","","","","","","PR","В","PR","�"
"33088","","наш","НАШ","APRO - acc sg plen m inan","","","и поэтому в _наш_ дом - интернат","ш","а","н","","","","APRO","НАШ","A - acc sg plen m inan","�"
"33089","","дом","ДОМ","S m inan acc sg","слитно","","поэтому в наш _дом_ - интернат .","м","о","д","","","","S","ДОМ","S m inan acc sg","�"
"33090","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33091","","интернат","ИНТЕРНАТ","S m inan nom sg","","","наш дом - _интернат_ .  ","т","а","н","р","е","т","S","ИНТЕРНАТ","S m inan nom sg","�"
"33092","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33093","","","","","","","","","","","","","","","","",""
"33094","# sent = 2533","","","","","","","","","","","","","","","",""
